datetime,chp_gas_in,chp_el_out,chp_heat_out,chp_status,heat_demand,electricity_price,gas_price
2026-04-21 17:00:00,5.961,2.217,2.73,1.0,2.73,73.217,32.744
2026-04-21 18:00:00,6.921,2.575,3.17,1.0,3.17,90.906,32.744
2026-04-21 19:00:00,7.62,2.835,3.49,1.0,3.49,114.887,32.744
2026-04-21 20:00:00,8.166,3.038,3.74,1.0,3.74,139.75,32.744
2026-04-21 21:00:00,7.882,2.932,3.61,1.0,3.61,114.353,32.744
2026-04-21 22:00:00,7.074,2.632,3.24,1.0,3.24,101.206,32.744
2026-04-21 23:00:00,5.83,2.169,2.67,1.0,2.67,90.041,32.744
2026-04-22 00:00:00,5.371,1.998,2.46,1.0,2.46,85.017,32.744
2026-04-22 01:00:00,5.437,2.022,2.49,1.0,2.49,80.336,32.744
2026-04-22 02:00:00,5.655,2.104,2.59,1.0,2.59,78.688,32.744
2026-04-22 03:00:00,6.135,2.282,2.81,1.0,2.81,77.553,32.744
2026-04-22 04:00:00,6.921,2.575,3.17,1.0,3.17,79.08,32.744
2026-04-22 05:00:00,7.838,2.916,3.59,1.0,3.59,87.103,32.744
2026-04-22 06:00:00,8.275,3.078,3.79,1.0,3.79,112.306,32.739
2026-04-22 07:00:00,8.013,2.981,3.67,1.0,3.67,132.635,32.739
2026-04-22 08:00:00,6.812,2.534,3.12,1.0,3.12,94.363,32.739
2026-04-22 09:00:00,6.114,2.274,2.8,1.0,2.8,76.588,32.739
2026-04-22 10:00:00,5.393,2.006,2.47,1.0,2.47,62.694,32.739
2026-04-22 11:00:00,5.349,1.99,2.45,1.0,2.45,54.218,32.739
2026-04-22 12:00:00,5.262,1.957,2.41,1.0,2.41,46.421,32.739
2026-04-22 13:00:00,5.415,2.014,2.48,1.0,2.48,41.626,32.739
2026-04-22 14:00:00,5.284,1.966,2.42,1.0,2.42,42.72,32.739
2026-04-22 15:00:00,5.328,1.982,2.44,1.0,2.44,47.826,32.739
2026-04-22 16:00:00,5.546,2.063,2.54,1.0,2.54,57.167,32.739
2026-04-22 17:00:00,5.961,2.217,2.73,1.0,2.73,72.818,32.739
2026-04-22 18:00:00,6.834,2.542,3.13,1.0,3.13,90.506,32.739
2026-04-22 19:00:00,7.489,2.786,3.43,1.0,3.43,114.487,32.739
2026-04-22 20:00:00,7.969,2.965,3.65,1.0,3.65,139.351,32.739
2026-04-22 21:00:00,7.751,2.883,3.55,1.0,3.55,113.954,32.739
2026-04-22 22:00:00,6.943,2.583,3.18,1.0,3.18,100.806,32.739
2026-04-22 23:00:00,5.633,2.096,2.58,1.0,2.58,89.641,32.739
2026-04-23 00:00:00,5.153,1.917,2.36,1.0,2.36,84.617,32.739
2026-04-23 01:00:00,5.328,1.982,2.44,1.0,2.44,79.935,32.739
2026-04-23 02:00:00,5.459,2.031,2.5,1.0,2.5,78.287,32.739
2026-04-23 03:00:00,5.895,2.193,2.7,1.0,2.7,77.152,32.739
2026-04-23 04:00:00,6.703,2.494,3.07,1.0,3.07,78.678,32.739
2026-04-23 05:00:00,7.555,2.81,3.46,1.0,3.46,86.701,32.739
2026-04-23 06:00:00,7.969,2.965,3.65,1.0,3.65,111.903,32.735
2026-04-23 07:00:00,7.882,2.932,3.61,1.0,3.61,132.233,32.735
2026-04-23 08:00:00,6.9,2.567,3.16,1.0,3.16,93.96,32.735
2026-04-23 09:00:00,6.266,2.331,2.87,1.0,2.87,76.185,32.735
2026-04-23 10:00:00,5.721,2.128,2.62,1.0,2.62,62.29,32.735
2026-04-23 11:00:00,5.48,2.039,2.51,1.0,2.51,53.814,32.735
2026-04-23 12:00:00,5.349,1.99,2.45,1.0,2.45,46.017,32.735
2026-04-23 13:00:00,5.415,2.014,2.48,1.0,2.48,41.222,32.735
2026-04-23 14:00:00,5.197,1.933,2.38,1.0,2.38,42.315,32.735
2026-04-23 15:00:00,5.262,1.957,2.41,1.0,2.41,47.421,32.735
2026-04-23 16:00:00,5.48,2.039,2.51,1.0,2.51,56.761,32.735
2026-04-23 17:00:00,5.852,2.177,2.68,1.0,2.68,72.412,32.735
2026-04-23 18:00:00,6.769,2.518,3.1,1.0,3.1,90.1,32.735
2026-04-23 19:00:00,7.424,2.762,3.4,1.0,3.4,114.081,32.735
2026-04-23 20:00:00,7.838,2.916,3.59,1.0,3.59,138.945,32.735
2026-04-23 21:00:00,7.707,2.867,3.53,1.0,3.53,113.548,32.735
2026-04-23 22:00:00,6.943,2.583,3.18,1.0,3.18,100.4,32.735
2026-04-23 23:00:00,5.742,2.136,2.63,1.0,2.63,89.235,32.735
2026-04-24 00:00:00,5.415,2.014,2.48,1.0,2.48,81.13,32.735
2026-04-24 01:00:00,5.415,2.014,2.48,1.0,2.48,75.199,32.735
2026-04-24 02:00:00,5.568,2.071,2.55,1.0,2.55,72.805,32.735
2026-04-24 03:00:00,5.939,2.209,2.72,1.0,2.72,71.837,32.735
2026-04-24 04:00:00,6.659,2.477,3.05,1.0,3.05,73.12,32.735
2026-04-24 05:00:00,7.489,2.786,3.43,1.0,3.43,80.38,32.735
2026-04-24 06:00:00,7.838,2.916,3.59,1.0,3.59,100.026,32.633
2026-04-24 07:00:00,7.86,2.924,3.6,1.0,3.6,115.362,32.633
2026-04-24 08:00:00,7.031,2.615,3.22,1.0,3.22,84.932,32.633
2026-04-24 09:00:00,6.55,2.437,3.0,1.0,3.0,72.404,32.633
2026-04-24 10:00:00,6.179,2.299,2.83,1.0,2.83,59.357,32.633
2026-04-24 11:00:00,5.939,2.209,2.72,1.0,2.72,49.649,32.633
2026-04-24 12:00:00,5.764,2.144,2.64,1.0,2.64,41.725,32.633
2026-04-24 13:00:00,5.917,2.201,2.71,1.0,2.71,36.911,32.633
2026-04-24 14:00:00,5.655,2.104,2.59,1.0,2.59,36.132,32.633
2026-04-24 15:00:00,5.721,2.128,2.62,1.0,2.62,40.121,32.633
2026-04-24 16:00:00,6.004,2.234,2.75,1.0,2.75,46.947,32.633
2026-04-24 17:00:00,6.31,2.347,2.89,1.0,2.89,63.126,32.633
2026-04-24 18:00:00,6.943,2.583,3.18,1.0,3.18,78.698,32.633
2026-04-24 19:00:00,7.598,2.827,3.48,1.0,3.48,92.558,32.633
2026-04-24 20:00:00,8.122,3.021,3.72,1.0,3.72,116.551,32.633
2026-04-24 21:00:00,7.838,2.916,3.59,1.0,3.59,96.492,32.633
2026-04-24 22:00:00,6.965,2.591,3.19,1.0,3.19,87.675,32.633
2026-04-24 23:00:00,5.764,2.144,2.64,1.0,2.64,80.442,32.633
2026-04-25 00:00:00,5.568,2.071,2.55,1.0,2.55,78.888,32.633
2026-04-25 01:00:00,5.59,2.079,2.56,1.0,2.56,72.758,32.633
2026-04-25 02:00:00,5.742,2.136,2.63,1.0,2.63,70.486,32.633
2026-04-25 03:00:00,5.983,2.226,2.74,1.0,2.74,68.71,32.633
2026-04-25 04:00:00,6.594,2.453,3.02,1.0,3.02,68.941,32.633
2026-04-25 05:00:00,7.293,2.713,3.34,1.0,3.34,70.92,32.633
2026-04-25 06:00:00,7.38,2.745,3.38,1.0,3.38,74.709,32.482
2026-04-25 07:00:00,7.271,2.705,3.33,1.0,3.33,79.242,32.482
2026-04-25 08:00:00,6.725,2.502,3.08,1.0,3.08,78.405,32.482
2026-04-25 09:00:00,6.419,2.388,2.94,1.0,2.94,70.933,32.482
2026-04-25 10:00:00,6.157,2.29,2.82,1.0,2.82,57.666,32.482
2026-04-25 11:00:00,6.135,2.282,2.81,1.0,2.81,44.838,32.482
2026-04-25 12:00:00,5.939,2.209,2.72,1.0,2.72,36.938,32.482
2026-04-25 13:00:00,6.376,2.372,2.92,1.0,2.92,27.584,32.482
2026-04-25 14:00:00,6.201,2.307,2.84,1.0,2.84,27.263,32.482
2026-04-25 15:00:00,6.288,2.339,2.88,1.0,2.88,40.269,32.482
2026-04-25 16:00:00,6.572,2.445,3.01,1.0,3.01,56.91,32.482
2026-04-25 17:00:00,6.594,2.453,3.02,1.0,3.02,84.0,32.482
2026-04-25 18:00:00,7.052,2.623,3.23,1.0,3.23,106.279,32.482
2026-04-25 19:00:00,7.489,2.786,3.43,1.0,3.43,114.092,32.482
2026-04-25 20:00:00,7.969,2.965,3.65,1.0,3.65,102.042,32.482
2026-04-25 21:00:00,7.926,2.948,3.63,1.0,3.63,87.747,32.482
2026-04-25 22:00:00,7.052,2.623,3.23,1.0,3.23,81.896,32.482
2026-04-25 23:00:00,5.786,2.152,2.65,1.0,2.65,73.301,32.482
2026-04-26 00:00:00,5.633,2.096,2.58,1.0,2.58,68.128,32.482
2026-04-26 01:00:00,5.742,2.136,2.63,1.0,2.63,61.481,32.482
2026-04-26 02:00:00,5.895,2.193,2.7,1.0,2.7,59.558,32.482
2026-04-26 03:00:00,6.179,2.299,2.83,1.0,2.83,57.185,32.482
2026-04-26 04:00:00,7.009,2.607,3.21,1.0,3.21,57.208,32.482
2026-04-26 05:00:00,7.664,2.851,3.51,1.0,3.51,59.019,32.482
2026-04-26 06:00:00,7.773,2.892,3.56,1.0,3.56,60.192,32.483
2026-04-26 07:00:00,7.489,2.786,3.43,1.0,3.43,62.353,32.483
2026-04-26 08:00:00,6.965,2.591,3.19,1.0,3.19,59.372,32.483
2026-04-26 09:00:00,6.703,2.494,3.07,1.0,3.07,49.33,32.483
2026-04-26 10:00:00,6.485,2.412,2.97,1.0,2.97,35.812,32.483
2026-04-26 11:00:00,6.31,2.347,2.89,1.0,2.89,26.598,32.483
2026-04-26 12:00:00,6.245,2.323,2.86,1.0,2.86,18.987,32.483
2026-04-26 13:00:00,6.441,2.396,2.95,1.0,2.95,11.21,32.483
2026-04-26 14:00:00,6.223,2.315,2.85,1.0,2.85,11.742,32.483
2026-04-26 15:00:00,6.441,2.396,2.95,1.0,2.95,23.012,32.483
2026-04-26 16:00:00,6.812,2.534,3.12,1.0,3.12,45.629,32.483
2026-04-26 17:00:00,7.052,2.623,3.23,1.0,3.23,76.283,32.483
2026-04-26 18:00:00,7.511,2.794,3.44,1.0,3.44,100.738,32.483
2026-04-26 19:00:00,7.926,2.948,3.63,1.0,3.63,111.375,32.483
2026-04-26 20:00:00,8.428,3.135,3.86,1.0,3.86,104.213,32.483
2026-04-26 21:00:00,8.45,3.143,3.87,1.0,3.87,93.432,32.483
2026-04-26 22:00:00,7.598,2.827,3.48,1.0,3.48,86.529,32.483
2026-04-26 23:00:00,6.288,2.339,2.88,1.0,2.88,78.432,32.483
2026-04-27 00:00:00,5.939,2.209,2.72,1.0,2.72,77.903,32.483
2026-04-27 01:00:00,6.07,2.258,2.78,1.0,2.78,74.417,32.483
2026-04-27 02:00:00,6.245,2.323,2.86,1.0,2.86,72.343,32.483
2026-04-27 03:00:00,6.659,2.477,3.05,1.0,3.05,71.873,32.483
2026-04-27 04:00:00,7.402,2.753,3.39,1.0,3.39,73.26,32.483
2026-04-27 05:00:00,8.166,3.038,3.74,1.0,3.74,82.961,32.483
2026-04-27 06:00:00,8.537,3.176,3.91,1.0,3.91,110.633,32.634
2026-04-27 07:00:00,8.319,3.095,3.81,1.0,3.81,138.876,32.634
2026-04-27 08:00:00,7.096,2.64,3.25,1.0,3.25,99.909,32.634
2026-04-27 09:00:00,6.397,2.38,2.93,1.0,2.93,79.758,32.634
2026-04-27 10:00:00,5.764,2.144,2.64,1.0,2.64,67.243,32.634
2026-04-27 11:00:00,5.568,2.071,2.55,1.0,2.55,56.972,32.634
2026-04-27 12:00:00,5.437,2.022,2.49,1.0,2.49,47.541,32.634
2026-04-27 13:00:00,5.59,2.079,2.56,1.0,2.56,43.288,32.634
2026-04-27 14:00:00,5.546,2.063,2.54,1.0,2.54,42.907,32.634
2026-04-27 15:00:00,5.459,2.031,2.5,1.0,2.5,48.323,32.634
2026-04-27 16:00:00,5.655,2.104,2.59,1.0,2.59,54.152,32.634
2026-04-27 17:00:00,6.157,2.29,2.82,1.0,2.82,69.662,32.634
2026-04-27 18:00:00,6.987,2.599,3.2,1.0,3.2,90.634,32.634
2026-04-27 19:00:00,7.664,2.851,3.51,1.0,3.51,123.071,32.634
2026-04-27 20:00:00,7.948,2.957,3.64,1.0,3.64,141.836,32.634
2026-04-27 21:00:00,7.86,2.924,3.6,1.0,3.6,107.275,32.634
2026-04-27 22:00:00,7.031,2.615,3.22,1.0,3.22,92.801,32.634
2026-04-27 23:00:00,5.808,2.161,2.66,1.0,2.66,82.325,32.634
2026-04-28 00:00:00,5.393,2.006,2.47,1.0,2.47,82.561,32.634
2026-04-28 01:00:00,5.459,2.031,2.5,1.0,2.5,77.879,32.634
2026-04-28 02:00:00,5.655,2.104,2.59,1.0,2.59,76.231,32.634
2026-04-28 03:00:00,6.092,2.266,2.79,1.0,2.79,75.096,32.634
2026-04-28 04:00:00,6.856,2.55,3.14,1.0,3.14,76.622,32.634
2026-04-28 05:00:00,7.817,2.908,3.58,1.0,3.58,84.645,32.634
2026-04-28 06:00:00,8.166,3.038,3.74,1.0,3.74,109.846,32.736
2026-04-28 07:00:00,7.969,2.965,3.65,1.0,3.65,130.175,32.736
2026-04-28 08:00:00,6.834,2.542,3.13,1.0,3.13,91.9,32.736
2026-04-28 09:00:00,6.201,2.307,2.84,1.0,2.84,74.124,32.736
2026-04-28 10:00:00,5.524,2.055,2.53,1.0,2.53,60.23,32.736
2026-04-28 11:00:00,5.48,2.039,2.51,1.0,2.51,51.753,32.736
2026-04-28 12:00:00,5.349,1.99,2.45,1.0,2.45,43.956,32.736
2026-04-28 13:00:00,5.502,2.047,2.52,1.0,2.52,39.16,32.736
2026-04-28 14:00:00,5.393,2.006,2.47,1.0,2.47,40.253,32.736
2026-04-28 15:00:00,5.306,1.974,2.43,1.0,2.43,45.36,32.736
2026-04-28 16:00:00,5.568,2.071,2.55,1.0,2.55,54.7,32.736
2026-04-28 17:00:00,5.983,2.226,2.74,1.0,2.74,70.351,32.736
2026-04-28 18:00:00,6.812,2.534,3.12,1.0,3.12,88.039,32.736
2026-04-28 19:00:00,7.445,2.77,3.41,1.0,3.41,112.02,32.736
2026-04-28 20:00:00,7.773,2.892,3.56,1.0,3.56,136.886,32.736
2026-04-28 21:00:00,7.686,2.859,3.52,1.0,3.52,111.489,32.736
2026-04-28 22:00:00,6.79,2.526,3.11,1.0,3.11,98.341,32.736
2026-04-28 23:00:00,5.568,2.071,2.55,1.0,2.55,87.176,32.736
2026-04-29 00:00:00,5.197,1.933,2.38,1.0,2.38,82.152,32.736
2026-04-29 01:00:00,5.284,1.966,2.42,1.0,2.42,77.47,32.736
2026-04-29 02:00:00,5.415,2.014,2.48,1.0,2.48,75.821,32.736
2026-04-29 03:00:00,5.786,2.152,2.65,1.0,2.65,74.686,32.736
2026-04-29 04:00:00,6.528,2.429,2.99,1.0,2.99,76.213,32.736
2026-04-29 05:00:00,7.445,2.77,3.41,1.0,3.41,84.236,32.736
2026-04-29 06:00:00,7.729,2.875,3.54,1.0,3.54,109.438,32.74
2026-04-29 07:00:00,7.664,2.851,3.51,1.0,3.51,129.767,32.74
2026-04-29 08:00:00,6.703,2.494,3.07,1.0,3.07,91.491,32.74
2026-04-29 09:00:00,6.092,2.266,2.79,1.0,2.79,73.716,32.74
2026-04-29 10:00:00,5.655,2.104,2.59,1.0,2.59,59.821,32.74
2026-04-29 11:00:00,5.546,2.063,2.54,1.0,2.54,51.345,32.74
2026-04-29 12:00:00,5.284,1.966,2.42,1.0,2.42,43.548,32.74
2026-04-29 13:00:00,5.437,2.022,2.49,1.0,2.49,38.752,32.74
2026-04-29 14:00:00,5.328,1.982,2.44,1.0,2.44,39.846,32.74
2026-04-29 15:00:00,5.349,1.99,2.45,1.0,2.45,44.952,32.74
2026-04-29 16:00:00,5.568,2.071,2.55,1.0,2.55,54.293,32.74
2026-04-29 17:00:00,5.895,2.193,2.7,1.0,2.7,69.943,32.74
2026-04-29 18:00:00,6.703,2.494,3.07,1.0,3.07,87.632,32.74
2026-04-29 19:00:00,7.271,2.705,3.33,1.0,3.33,111.613,32.74
2026-04-29 20:00:00,7.686,2.859,3.52,1.0,3.52,136.48,32.74
2026-04-29 21:00:00,7.642,2.843,3.5,1.0,3.5,111.083,32.74
2026-04-29 22:00:00,6.769,2.518,3.1,1.0,3.1,97.936,32.74
2026-04-29 23:00:00,5.655,2.104,2.59,1.0,2.59,86.771,32.74
2026-04-30 00:00:00,5.262,1.957,2.41,1.0,2.41,81.747,32.74
2026-04-30 01:00:00,5.328,1.982,2.44,1.0,2.44,77.065,32.74
2026-04-30 02:00:00,5.48,2.039,2.51,1.0,2.51,75.417,32.74
2026-04-30 03:00:00,5.895,2.193,2.7,1.0,2.7,74.282,32.74
2026-04-30 04:00:00,6.55,2.437,3.0,1.0,3.0,75.808,32.74
2026-04-30 05:00:00,7.336,2.729,3.36,1.0,3.36,83.832,32.74
2026-04-30 06:00:00,7.664,2.851,3.51,1.0,3.51,109.034,32.744
2026-04-30 07:00:00,7.445,2.77,3.41,1.0,3.41,129.363,32.744
2026-04-30 08:00:00,6.332,2.355,2.9,1.0,2.9,91.087,32.744
2026-04-30 09:00:00,5.742,2.136,2.63,1.0,2.63,73.312,32.744
2026-04-30 10:00:00,5.306,1.974,2.43,1.0,2.43,59.418,32.744
2026-04-30 11:00:00,5.131,1.909,2.35,1.0,2.35,50.942,32.744
2026-04-30 12:00:00,4.891,1.819,2.24,1.0,2.24,43.145,32.744
2026-04-30 13:00:00,5.153,1.917,2.36,1.0,2.36,38.35,32.744
2026-04-30 14:00:00,5.022,1.868,2.3,1.0,2.3,39.443,32.744
2026-04-30 15:00:00,5.066,1.884,2.32,1.0,2.32,44.55,32.744
2026-04-30 16:00:00,5.502,2.047,2.52,1.0,2.52,53.891,32.744
2026-04-30 17:00:00,5.742,2.136,2.63,1.0,2.63,69.542,32.744
2026-04-30 18:00:00,6.332,2.355,2.9,1.0,2.9,87.231,32.744
2026-04-30 19:00:00,6.921,2.575,3.17,1.0,3.17,111.212,32.744
2026-04-30 20:00:00,7.467,2.778,3.42,1.0,3.42,136.08,32.744
2026-04-30 21:00:00,7.642,2.843,3.5,1.0,3.5,110.684,32.744
2026-04-30 22:00:00,6.572,2.445,3.01,1.0,3.01,97.536,32.744
2026-04-30 23:00:00,5.524,2.055,2.53,1.0,2.53,86.371,32.744
