datetime,chp_gas_in,chp_el_out,chp_heat_out,chp_status,demand_th,unmet_demand
2026-04-26 18:00:00,7.5109170305676844,2.7940611353711784,3.4399999999999995,1.0,3.44,4.440892098500626e-16
2026-04-26 19:00:00,7.925764192139737,2.9483842794759823,3.63,1.0,3.63,0.0
2026-04-26 20:00:00,8.427947598253274,3.135196506550218,3.86,1.0,3.86,0.0
2026-04-26 21:00:00,8.449781659388645,3.143318777292576,3.8699999999999997,1.0,3.87,4.440892098500626e-16
2026-04-26 22:00:00,7.59825327510917,2.826550218340611,3.48,1.0,3.48,0.0
2026-04-26 23:00:00,6.288209606986898,2.339213973799126,2.8799999999999994,1.0,2.88,4.440892098500626e-16
2026-04-27 00:00:00,5.93886462882096,2.2092576419213974,2.7199999999999998,1.0,2.72,4.440892098500626e-16
2026-04-27 01:00:00,6.069868995633187,2.2579912663755457,2.78,1.0,2.78,0.0
2026-04-27 02:00:00,6.244541484716156,2.32296943231441,2.8599999999999994,1.0,2.86,4.440892098500626e-16
2026-04-27 03:00:00,6.659388646288209,2.4772925764192135,3.05,1.0,3.05,0.0
2026-04-27 04:00:00,7.401746724890829,2.7534497816593886,3.39,1.0,3.39,0.0
2026-04-27 05:00:00,8.16593886462882,3.0377292576419213,3.74,1.0,3.74,0.0
2026-04-27 06:00:00,8.537117903930131,3.1758078602620086,3.91,1.0,3.91,0.0
2026-04-27 07:00:00,8.318777292576419,3.0945851528384276,3.81,1.0,3.81,0.0
2026-04-27 08:00:00,7.096069868995633,2.6397379912663754,3.25,1.0,3.25,0.0
2026-04-27 09:00:00,6.397379912663755,2.379825327510917,2.93,1.0,2.93,0.0
2026-04-27 10:00:00,5.7641921397379905,2.1442794759825325,2.6399999999999997,1.0,2.64,4.440892098500626e-16
2026-04-27 11:00:00,5.56768558951965,2.0711790393013096,2.55,1.0,2.55,0.0
2026-04-27 12:00:00,5.436681222707423,2.0224454148471613,2.4899999999999998,1.0,2.49,4.440892098500626e-16
2026-04-27 13:00:00,5.5895196506550215,2.079301310043668,2.56,1.0,2.56,0.0
2026-04-27 14:00:00,5.545851528384279,2.063056768558952,2.54,1.0,2.54,0.0
2026-04-27 15:00:00,5.458515283842794,2.0305676855895194,2.4999999999999996,1.0,2.5,4.440892098500626e-16
2026-04-27 16:00:00,5.6550218340611345,2.103668122270742,2.59,1.0,2.59,0.0
2026-04-27 17:00:00,6.1572052401746715,2.290480349344978,2.82,1.0,2.82,0.0
2026-04-27 18:00:00,6.986899563318777,2.5991266375545847,3.1999999999999997,1.0,3.2,4.440892098500626e-16
2026-04-27 19:00:00,7.663755458515283,2.850917030567685,3.51,1.0,3.51,0.0
2026-04-27 20:00:00,7.947598253275109,2.9565065502183403,3.6399999999999997,1.0,3.64,4.440892098500626e-16
2026-04-27 21:00:00,7.860262008733624,2.924017467248908,3.6,1.0,3.6,0.0
2026-04-27 22:00:00,7.030567685589519,2.615371179039301,3.2199999999999998,1.0,3.22,4.440892098500626e-16
2026-04-27 23:00:00,5.807860262008734,2.160524017467249,2.66,1.0,2.66,0.0
2026-04-28 00:00:00,5.393013100436681,2.0062008733624452,2.47,1.0,2.47,0.0
2026-04-28 01:00:00,5.458515283842794,2.0305676855895194,2.4999999999999996,1.0,2.5,4.440892098500626e-16
2026-04-28 02:00:00,5.6550218340611345,2.103668122270742,2.59,1.0,2.59,0.0
2026-04-28 03:00:00,6.091703056768559,2.2661135371179038,2.79,1.0,2.79,0.0
2026-04-28 04:00:00,6.85589519650655,2.5503930131004364,3.14,1.0,3.14,0.0
2026-04-28 05:00:00,7.816593886462881,2.9077729257641916,3.5799999999999996,1.0,3.58,4.440892098500626e-16
2026-04-28 06:00:00,8.16593886462882,3.0377292576419213,3.74,1.0,3.74,0.0
2026-04-28 07:00:00,7.969432314410479,2.9646288209606984,3.6499999999999995,1.0,3.65,4.440892098500626e-16
2026-04-28 08:00:00,6.834061135371178,2.5422707423580784,3.13,1.0,3.13,0.0
2026-04-28 09:00:00,6.200873362445414,2.306724890829694,2.8399999999999994,1.0,2.84,4.440892098500626e-16
2026-04-28 10:00:00,5.524017467248907,2.0549344978165935,2.5299999999999994,1.0,2.53,4.440892098500626e-16
2026-04-28 11:00:00,5.480349344978165,2.0386899563318774,2.5099999999999993,1.0,2.51,4.440892098500626e-16
2026-04-28 12:00:00,5.349344978165939,1.9899563318777291,2.45,1.0,2.45,0.0
2026-04-28 13:00:00,5.502183406113536,2.0468122270742355,2.5199999999999996,1.0,2.52,4.440892098500626e-16
2026-04-28 14:00:00,5.393013100436681,2.0062008733624452,2.47,1.0,2.47,0.0
2026-04-28 15:00:00,5.3056768558951966,1.973711790393013,2.43,1.0,2.43,0.0
2026-04-28 16:00:00,5.56768558951965,2.0711790393013096,2.55,1.0,2.55,0.0
2026-04-28 17:00:00,5.982532751091703,2.2255021834061135,2.7399999999999998,1.0,2.74,4.440892098500626e-16
2026-04-28 18:00:00,6.812227074235808,2.5341484716157203,3.12,1.0,3.12,0.0
2026-04-28 19:00:00,7.4454148471615715,2.7696943231441047,3.4099999999999997,1.0,3.41,4.440892098500626e-16
